Year,Month,Day,Hour,Load_MW
2020,1,18,22,3.4375
2020,1,18,23,3.5692
2020,1,19,0,3.0511
2020,1,19,1,3.0555
2020,1,19,2,3.1963
2020,1,19,3,2.9785
2020,1,19,4,3.0763
2020,1,19,5,2.9970
2020,1,19,6,4.6115
2020,1,19,7,4.6474
2020,1,19,8,4.7794
2020,1,19,9,4.0092
2020,1,19,10,4.3594
2020,1,19,11,3.9103
2020,1,19,12,4.0496
2020,1,19,13,3.9979
2020,1,19,14,4.3865
2020,1,19,15,4.1450
2020,1,19,16,4.3343
2020,1,19,17,4.7857
2020,1,19,18,5.2530
2020,1,19,19,5.4181
2020,1,19,20,5.2051
2020,1,19,21,5.4451
2020,1,19,22,3.0133
2020,1,19,23,3.3113
2020,1,20,0,3.2598
2020,1,20,1,2.8727
2020,1,20,2,2.8606
2020,1,20,3,3.1362
2020,1,20,4,3.1439
2020,1,20,5,2.8220
2020,1,20,6,4.3229
2020,1,20,7,4.3353
2020,1,20,8,4.0931
2020,1,20,9,3.6404
2020,1,20,10,3.6267
2020,1,20,11,3.6769
2020,1,20,12,3.8197
2020,1,20,13,3.8658
2020,1,20,14,4.1058
2020,1,20,15,3.6024
2020,1,20,16,3.9531
2020,1,20,17,4.6329
2020,1,20,18,4.6548
2020,1,20,19,4.8100
2020,1,20,20,4.3792
2020,1,20,21,4.7317
2020,1,20,22,2.8271
2020,1,20,23,2.9077
2020,1,21,0,3.8842
2020,1,21,1,4.3379
2020,1,21,2,3.7688
2020,1,21,3,3.8104
2020,1,21,4,3.8053
2020,1,21,5,3.8289
2020,1,21,6,5.8542
2020,1,21,7,6.4108
2020,1,21,8,6.4808
2020,1,21,9,5.1081
2020,1,21,10,5.0394
2020,1,21,11,5.3894
2020,1,21,12,5.1199
2020,1,21,13,5.4136
2020,1,21,14,5.2720
2020,1,21,15,4.8071
2020,1,21,16,5.5807
2020,1,21,17,7.0369
2020,1,21,18,6.2376
2020,1,21,19,6.2926
2020,1,21,20,6.4952
2020,1,21,21,6.4972
2020,1,21,22,3.9604
2020,1,21,23,4.2313
2020,1,22,0,3.2554
2020,1,22,1,3.1512
2020,1,22,2,3.0474
2020,1,22,3,3.1491
2020,1,22,4,3.2609
2020,1,22,5,3.5594
2020,1,22,6,4.8753
2020,1,22,7,5.0502
2020,1,22,8,4.9763
2020,1,22,9,4.5688
2020,1,22,10,4.8403
2020,1,22,11,4.1774
2020,1,22,12,4.1863
2020,1,22,13,4.5185
2020,1,22,14,4.4470
2020,1,22,15,4.7008
2020,1,22,16,4.4291
2020,1,22,17,5.2752
2020,1,22,18,5.5186
2020,1,22,19,5.6495
2020,1,22,20,5.5605
2020,1,22,21,5.4769
2020,1,22,22,3.3853
2020,1,22,23,3.4139
2020,1,23,0,3.5642
2020,1,23,1,3.4420
2020,1,23,2,3.3013
2020,1,23,3,3.3441
2020,1,23,4,3.5101
2020,1,23,5,3.1684
2020,1,23,6,5.1475
2020,1,23,7,4.9408
2020,1,23,8,5.0220
2020,1,23,9,4.6128
2020,1,23,10,4.3676
2020,1,23,11,4.3426
2020,1,23,12,4.0438
2020,1,23,13,4.5039
2020,1,23,14,4.4853
2020,1,23,15,4.8116
2020,1,23,16,4.2720
2020,1,23,17,5.4750
2020,1,23,18,5.4793
2020,1,23,19,5.8302
2020,1,23,20,5.3743
2020,1,23,21,5.4714
2020,1,23,22,3.3385
2020,1,23,23,3.2774
2020,1,24,0,2.7079
2020,1,24,1,2.7987
2020,1,24,2,2.9227
2020,1,24,3,2.6295
2020,1,24,4,2.7882
2020,1,24,5,2.6709
2020,1,24,6,4.4942
2020,1,24,7,3.9094
2020,1,24,8,4.1015
2020,1,24,9,3.7301
2020,1,24,10,3.9362
2020,1,24,11,3.6331
2020,1,24,12,3.5361
2020,1,24,13,3.9676
2020,1,24,14,3.3590
2020,1,24,15,3.2159
2020,1,24,16,3.6845
2020,1,24,17,4.3836
2020,1,24,18,4.2574
2020,1,24,19,4.6385
2020,1,24,20,4.5243
2020,1,24,21,4.3373
2020,1,24,22,2.5083
2020,1,24,23,2.8010
2020,1,25,0,3.0602
2020,1,25,1,2.9557
2020,1,25,2,3.2495
2020,1,25,3,2.8198
2020,1,25,4,2.7561
2020,1,25,5,2.8847
2020,1,25,6,4.5814
2020,1,25,7,4.6511
2020,1,25,8,4.5464
2020,1,25,9,4.0781
2020,1,25,10,3.7650
2020,1,25,11,4.3126
2020,1,25,12,4.0116
2020,1,25,13,4.2593
2020,1,25,14,4.1091
2020,1,25,15,4.1321
2020,1,25,16,4.1489
2020,1,25,17,5.1479
2020,1,25,18,5.1894
2020,1,25,19,5.3541
2020,1,25,20,5.0624
2020,1,25,21,5.1908
2020,1,25,22,3.0031
2020,1,25,23,3.2457
2020,1,26,0,3.1394
2020,1,26,1,3.5522
2020,1,26,2,3.2639
2020,1,26,3,3.0409
2020,1,26,4,3.2962
2020,1,26,5,3.1637
2020,1,26,6,5.2406
2020,1,26,7,4.8756
2020,1,26,8,4.9417
2020,1,26,9,4.0027
2020,1,26,10,4.3449
2020,1,26,11,3.9232
2020,1,26,12,4.1280
2020,1,26,13,4.6731
2020,1,26,14,4.7049
2020,1,26,15,4.6458
2020,1,26,16,4.3470
2020,1,26,17,5.7275
2020,1,26,18,5.7716
2020,1,26,19,5.4531
2020,1,26,20,6.2023
2020,1,26,21,5.9726
2020,1,26,22,3.3694
2020,1,26,23,3.3975
2020,1,27,0,2.9921
2020,1,27,1,2.6571
2020,1,27,2,2.9226
2020,1,27,3,2.8583
2020,1,27,4,2.8110
2020,1,27,5,2.9196
2020,1,27,6,4.9521
2020,1,27,7,4.6893
2020,1,27,8,4.4139
2020,1,27,9,4.0613
2020,1,27,10,4.2157
2020,1,27,11,4.1136
2020,1,27,12,3.9353
2020,1,27,13,3.7913
2020,1,27,14,4.0605
2020,1,27,15,4.0064
2020,1,27,16,4.1164
2020,1,27,17,5.0886
2020,1,27,18,5.1980
2020,1,27,19,4.8133
2020,1,27,20,5.2678
2020,1,27,21,4.9911
2020,1,27,22,3.2821
2020,1,27,23,2.8811
2020,1,28,0,3.8102
2020,1,28,1,3.5431
2020,1,28,2,3.3941
2020,1,28,3,3.4235
2020,1,28,4,3.4474
2020,1,28,5,3.5729
2020,1,28,6,5.4897
2020,1,28,7,5.1892
2020,1,28,8,5.3359
2020,1,28,9,5.1432
2020,1,28,10,5.0504
2020,1,28,11,4.7535
2020,1,28,12,4.6673
2020,1,28,13,4.6897
2020,1,28,14,4.8113
2020,1,28,15,4.4325
2020,1,28,16,4.6271
2020,1,28,17,5.3963
2020,1,28,18,6.0256
2020,1,28,19,6.0947
2020,1,28,20,5.7492
2020,1,28,21,6.3422
2020,1,28,22,3.3024
2020,1,28,23,3.2537
2020,1,29,0,3.2050
2020,1,29,1,3.3239
2020,1,29,2,3.4173
2020,1,29,3,3.0775
2020,1,29,4,3.3243
2020,1,29,5,3.1546
2020,1,29,6,4.8312
2020,1,29,7,5.1166
2020,1,29,8,5.0911
2020,1,29,9,3.9655
2020,1,29,10,4.6351
2020,1,29,11,4.6268
2020,1,29,12,4.1984
2020,1,29,13,4.4138
2020,1,29,14,4.4380
2020,1,29,15,4.3904
2020,1,29,16,4.2033
2020,1,29,17,5.2038
2020,1,29,18,5.3595
2020,1,29,19,5.6694
2020,1,29,20,5.4897
2020,1,29,21,5.2347
2020,1,29,22,3.3122
2020,1,29,23,2.7274
2020,1,30,0,3.4688
2020,1,30,1,2.9889
2020,1,30,2,3.2099
2020,1,30,3,3.0840
2020,1,30,4,3.0575
2020,1,30,5,3.4589
2020,1,30,6,4.8954
2020,1,30,7,5.0995
2020,1,30,8,5.0009
2020,1,30,9,4.4628
2020,1,30,10,4.3695
2020,1,30,11,4.0679
2020,1,30,12,4.5601
2020,1,30,13,4.2336
2020,1,30,14,4.0001
2020,1,30,15,4.2419
2020,1,30,16,4.6632
2020,1,30,17,5.6566
2020,1,30,18,5.3350
2020,1,30,19,5.3349
2020,1,30,20,5.3424
2020,1,30,21,5.9935
2020,1,30,22,3.3200
2020,1,30,23,3.3302
2020,1,31,0,3.3186
2020,1,31,1,3.1937
2020,1,31,2,3.1151
2020,1,31,3,3.1358
2020,1,31,4,3.1687
2020,1,31,5,3.1851
2020,1,31,6,5.0813
2020,1,31,7,4.9325
2020,1,31,8,5.1173
2020,1,31,9,4.2985
2020,1,31,10,4.3593
2020,1,31,11,3.9294
2020,1,31,12,4.5808
2020,1,31,13,4.4620
2020,1,31,14,4.6110
2020,1,31,15,3.7533
2020,1,31,16,4.8440
2020,1,31,17,5.4478
2020,1,31,18,5.7978
2020,1,31,19,5.2043
2020,1,31,20,5.6354
2020,1,31,21,5.1384
2020,1,31,22,3.1381
2020,1,31,23,3.5443
2020,2,1,0,4.0432
2020,2,1,1,4.1321
2020,2,1,2,4.2828
2020,2,1,3,4.2286
2020,2,1,4,4.1685
2020,2,1,5,4.2044
2020,2,1,6,7.0684
2020,2,1,7,6.2624
2020,2,1,8,6.3137
2020,2,1,9,5.6978
2020,2,1,10,5.6855
2020,2,1,11,5.6801
2020,2,1,12,5.5104
2020,2,1,13,5.0138
2020,2,1,14,5.7361
2020,2,1,15,4.9852
2020,2,1,16,5.3646
2020,2,1,17,6.3522
2020,2,1,18,6.5800
2020,2,1,19,6.7097
2020,2,1,20,6.7073
2020,2,1,21,6.7592
2020,2,1,22,4.3191
2020,2,1,23,4.1296
2020,2,2,0,3.3953
2020,2,2,1,3.6322
2020,2,2,2,3.6934
2020,2,2,3,3.2830
2020,2,2,4,3.6046
2020,2,2,5,3.6179
2020,2,2,6,5.2728
2020,2,2,7,5.7015
2020,2,2,8,5.2698
2020,2,2,9,4.6242
2020,2,2,10,4.5372
2020,2,2,11,4.5803
2020,2,2,12,4.3347
2020,2,2,13,4.2702
2020,2,2,14,4.9952
2020,2,2,15,4.4542
2020,2,2,16,4.4530
2020,2,2,17,5.2710
2020,2,2,18,5.7596
2020,2,2,19,5.5741
2020,2,2,20,6.4591
2020,2,2,21,6.2663
2020,2,2,22,3.4627
2020,2,2,23,4.0080
2020,2,3,0,3.4015
2020,2,3,1,3.1938
2020,2,3,2,2.8390
2020,2,3,3,3.6137
2020,2,3,4,3.0151
2020,2,3,5,2.9718
2020,2,3,6,5.2190
2020,2,3,7,5.5673
2020,2,3,8,5.2986
2020,2,3,9,4.4107
2020,2,3,10,4.3916
2020,2,3,11,4.4178
2020,2,3,12,4.3690
2020,2,3,13,4.2403
2020,2,3,14,4.1837
2020,2,3,15,4.1463
2020,2,3,16,4.0078
2020,2,3,17,5.1501
2020,2,3,18,4.8035
2020,2,3,19,5.2323
2020,2,3,20,4.9784
2020,2,3,21,4.9122
2020,2,3,22,3.1307
2020,2,3,23,3.3121
2020,2,4,0,3.9145
2020,2,4,1,3.4371
2020,2,4,2,3.5335
2020,2,4,3,3.8817
2020,2,4,4,3.5228
2020,2,4,5,3.6557
2020,2,4,6,5.8012
2020,2,4,7,5.3358
2020,2,4,8,5.5747
2020,2,4,9,4.4503
2020,2,4,10,4.5891
2020,2,4,11,4.7866
2020,2,4,12,4.3236
2020,2,4,13,4.7875
2020,2,4,14,4.6630
2020,2,4,15,4.7861
2020,2,4,16,4.7028
2020,2,4,17,6.2055
2020,2,4,18,5.8372
2020,2,4,19,5.6681
2020,2,4,20,5.8194
2020,2,4,21,5.9412
2020,2,4,22,3.4789
2020,2,4,23,3.4800
2020,2,5,0,2.7203
2020,2,5,1,2.7278
2020,2,5,2,2.6254
2020,2,5,3,3.0748
2020,2,5,4,2.6612
2020,2,5,5,2.7492
2020,2,5,6,4.2250
2020,2,5,7,4.5949
2020,2,5,8,4.3456
2020,2,5,9,4.0775
2020,2,5,10,3.7088
2020,2,5,11,3.8889
2020,2,5,12,3.6725
2020,2,5,13,4.2497
2020,2,5,14,3.6153
2020,2,5,15,3.9031
2020,2,5,16,3.9597
2020,2,5,17,4.8899
2020,2,5,18,4.7363
2020,2,5,19,4.7394
2020,2,5,20,4.7705
2020,2,5,21,4.7150
2020,2,5,22,2.9873
2020,2,5,23,3.1740
2020,2,6,0,3.2448
2020,2,6,1,3.1114
2020,2,6,2,3.3278
2020,2,6,3,3.7791
2020,2,6,4,3.2265
2020,2,6,5,3.6551
2020,2,6,6,5.6303
2020,2,6,7,5.0579
2020,2,6,8,5.3461
2020,2,6,9,4.8813
2020,2,6,10,4.4252
2020,2,6,11,4.4679
2020,2,6,12,4.3795
2020,2,6,13,4.2758
2020,2,6,14,4.3520
2020,2,6,15,4.2197
2020,2,6,16,4.4961
2020,2,6,17,5.3832
2020,2,6,18,5.6561
2020,2,6,19,5.1485
2020,2,6,20,5.6672
2020,2,6,21,5.8073
2020,2,6,22,3.0158
2020,2,6,23,3.4293
2020,2,7,0,2.8260
2020,2,7,1,2.5050
2020,2,7,2,2.8892
2020,2,7,3,2.7202
2020,2,7,4,2.5651
2020,2,7,5,2.6402
2020,2,7,6,4.1640
2020,2,7,7,4.0635
2020,2,7,8,4.1571
2020,2,7,9,3.3628
2020,2,7,10,3.5776
2020,2,7,11,3.3223
2020,2,7,12,3.5750
2020,2,7,13,3.4444
2020,2,7,14,3.4844
2020,2,7,15,3.8490
2020,2,7,16,3.8254
2020,2,7,17,4.6820
2020,2,7,18,4.3014
2020,2,7,19,4.4687
2020,2,7,20,4.8027
2020,2,7,21,4.5570
2020,2,7,22,3.0361
2020,2,7,23,2.7874
2020,2,8,0,2.9991
2020,2,8,1,2.9426
2020,2,8,2,3.0250
2020,2,8,3,2.9980
2020,2,8,4,3.1448
2020,2,8,5,3.2016
2020,2,8,6,4.5246
2020,2,8,7,4.4165
2020,2,8,8,4.3139
2020,2,8,9,4.2464
2020,2,8,10,3.9127
2020,2,8,11,3.6786
2020,2,8,12,4.1750
2020,2,8,13,4.5817
2020,2,8,14,4.0457
2020,2,8,15,4.1886
2020,2,8,16,4.0094
2020,2,8,17,4.9533
2020,2,8,18,5.2067
2020,2,8,19,4.8957
2020,2,8,20,5.0069
2020,2,8,21,4.9930
2020,2,8,22,2.8401
2020,2,8,23,3.0904
2020,2,9,0,3.4413
2020,2,9,1,3.3313
2020,2,9,2,3.5428
2020,2,9,3,3.2930
2020,2,9,4,3.4575
2020,2,9,5,3.4582
2020,2,9,6,5.5968
2020,2,9,7,5.4383
2020,2,9,8,5.3129
2020,2,9,9,4.8115
2020,2,9,10,4.9370
2020,2,9,11,4.7417
2020,2,9,12,4.6059
2020,2,9,13,4.3016
2020,2,9,14,4.3583
2020,2,9,15,4.5457
2020,2,9,16,4.4878
2020,2,9,17,5.7516
2020,2,9,18,5.8421
2020,2,9,19,5.9840
2020,2,9,20,5.7972
2020,2,9,21,5.9227
2020,2,9,22,3.4614
2020,2,9,23,3.1116
2020,2,10,0,3.4772
2020,2,10,1,3.6123
2020,2,10,2,3.3926
2020,2,10,3,3.6807
2020,2,10,4,3.8012
2020,2,10,5,3.7011
2020,2,10,6,5.2578
2020,2,10,7,5.6941
2020,2,10,8,5.3270
2020,2,10,9,4.5172
2020,2,10,10,4.4569
2020,2,10,11,4.5317
2020,2,10,12,4.5349
2020,2,10,13,4.7044
2020,2,10,14,4.7491
2020,2,10,15,4.7687
2020,2,10,16,4.9165
2020,2,10,17,6.4252
2020,2,10,18,6.3783
2020,2,10,19,5.6140
2020,2,10,20,5.2389
2020,2,10,21,6.2384
2020,2,10,22,3.3176
2020,2,10,23,3.5185
2020,2,11,0,3.1645
2020,2,11,1,3.0453
2020,2,11,2,3.4326
2020,2,11,3,3.4690
2020,2,11,4,3.2527
2020,2,11,5,2.9318
2020,2,11,6,5.0518
2020,2,11,7,5.3250
2020,2,11,8,4.8634
2020,2,11,9,4.6245
2020,2,11,10,4.5980
2020,2,11,11,4.7575
2020,2,11,12,4.6671
